,Code,Name,Market,Marcap
2578,227420,도부마스크,KONEX,15577010224
2579,004255,NPC우,KOSPI,15549600000
2580,406760,하나금융21호스팩,KOSDAQ,15486900000
2581,008500,일정실업,KOSPI,15480000000
2582,224810,엄지하우스,KONEX,15477000000
2583,208850,이비테크,KONEX,15398565000
2584,457630,대신밸런스제16호스팩,KOSDAQ,15095150000
2585,106520,노블엠앤비,KOSDAQ,15082036272
2586,000885,한화우,KOSPI,15001902200
2587,422040,엔에이치스팩23호,KOSDAQ,14892800000
2588,217480,에스디생명공학,KOSDAQ,14870423038
2589,002025,코오롱우,KOSPI,14821890300
2590,003075,코오롱글로벌우,KOSPI,14792517890
2591,454750,하나28호스팩,KOSDAQ,14476020000
2592,430220,신영스팩8호,KOSDAQ,14466400000
2593,286000,씨엔티드림,KONEX,14455237100
2594,442310,대신밸런스제14호스팩,KOSDAQ,14292300000
2595,457390,대신밸런스제15호스팩,KOSDAQ,14245875000
2596,112190,KC산업,KONEX,14243380747
2597,425290,삼성스팩6호,KOSDAQ,14076000000
2598,38380K,LX홀딩스1우,KOSPI,13905554650
2599,258250,셀젠텍,KONEX,13867084255
2600,18064K,한진칼우,KOSPI,13258120200
2601,103660,씨앗,KONEX,13208348845
2602,450410,엔에이치스팩28호,KOSDAQ,13112400000
2603,412930,미래에셋비전스팩1호,KOSDAQ,13062240000
2604,001067,JW중외제약2우B,KOSPI,12972708000
2605,418170,하나금융22호스팩,KOSDAQ,12891450000
2606,03481K,해성산업1우,KOSDAQ,12833639280
2607,413630,유진스팩8호,KOSDAQ,12816800000
2608,421800,교보12호스팩,KOSDAQ,12707500000
2609,178600,대동고려삼,KONEX,12681360000
2610,377630,삼성스팩4호,KOSDAQ,12582600000
2611,446750,하나26호스팩,KOSDAQ,12512250000
2612,234070,에이원알폼,KONEX,12426821262
2613,404950,DB금융스팩10호,KOSDAQ,12380800000
2614,446840,키움제8호스팩,KOSDAQ,12348000000
2615,388610,지에프씨생명과학,KONEX,12338312000
2616,438220,대신밸런스제13호스팩,KOSDAQ,12323400000
2617,436610,한국제11호스팩,KOSDAQ,12310900000
2618,430460,한화플러스제3호스팩,KOSDAQ,12284000000
2619,377400,하이제6호스팩,KOSDAQ,12275025000
2620,435380,유안타제10호스팩,KOSDAQ,12233550000
2621,388800,유진스팩7호,KOSDAQ,12224400000
2622,448370,하나27호스팩,KOSDAQ,12083000000
2623,440200,케이비제23호스팩,KOSDAQ,12060125000
2624,093510,엔지브이아이,KONEX,12033980000
2625,090355,노루페인트우,KOSPI,11971807100
2626,415580,상상인제3호스팩,KOSDAQ,11947500000
2627,45226K,한화갤러리아우,KOSPI,11864759950
2628,066830,제노텍,KONEX,11844406200
2629,426550,IBKS제19호스팩,KOSDAQ,11811000000
2630,238170,엔에스엠,KONEX,11613048356
2631,174880,장원테크,KOSDAQ,11610352250
2632,001065,JW중외제약우,KOSPI,11417816250
2633,427950,하나금융23호스팩,KOSDAQ,11398800000
2634,436530,케이비제22호스팩,KOSDAQ,11327400000
2635,179720,렌딩머신,KONEX,11240608000
2636,445970,신영스팩9호,KOSDAQ,11175600000
2637,454640,하나29호스팩,KOSDAQ,11153065000
2638,248020,젬,KONEX,11140401750
2639,430700,유안타제9호스팩,KOSDAQ,11056400000
2640,458320,KB제26호스팩,KOSDAQ,11037525000
2641,00806K,대덕1우,KOSPI,11032448700
2642,447690,아이오바이오,KONEX,10999847430
2643,456440,DB금융스팩11호,KOSDAQ,10975475000
2644,405350,IBKS제17호스팩,KOSDAQ,10880000000
2645,380320,삼성머스트스팩5호,KOSDAQ,10870600000
2646,397880,교보11호스팩,KOSDAQ,10855800000
2647,000225,유유제약1우,KOSPI,10847260050
2648,000325,노루홀딩스우,KOSPI,10838375500
2649,400840,하이제7호스팩,KOSDAQ,10752000000
2650,058220,아리온,KOSDAQ,10717917100
2651,189350,코셋,KONEX,10560000000
2652,353060,에이치엠씨제5호스팩,KOSDAQ,10536900000
2653,005725,넥센우,KOSPI,10531755000
2654,419270,신영스팩7호,KOSDAQ,10439625000
2655,444920,유안타제11호스팩,KOSDAQ,10438080000
2656,437780,엔에이치스팩24호,KOSDAQ,10437250000
2657,372290,하나머스트7호스팩,KOSDAQ,10351120000
2658,446190,미래에셋비전스팩2호,KOSDAQ,10345500000
2659,455910,에스케이증권제9호스팩,KOSDAQ,10341200000
2660,450050,하이제8호스팩,KOSDAQ,10303770000
2661,452670,상상인제4호스팩,KOSDAQ,10272960000
2662,405640,신한제9호스팩,KOSDAQ,10203750000
2663,448830,미래에셋비전스팩3호,KOSDAQ,10135200000
2664,36328K,티와이홀딩스우,KOSPI,10093273680
2665,202960,판도라티비,KONEX,10080582372
2666,455310,한화플러스제4호스팩,KOSDAQ,10069400000
2667,009415,태영건설우,KOSPI,9935343460
2668,439730,IBKS제20호스팩,KOSDAQ,9891450000
2669,299670,에스엠비나,KONEX,9810000000
2670,446150,유안타제12호스팩,KOSDAQ,9754650000
2671,448760,IBKS제22호스팩,KOSDAQ,9746000000
2672,092590,럭스피아,KONEX,9689869242
2673,150440,피노텍,KONEX,9508019528
2674,145995,삼양사우,KOSPI,9381274500
2675,121890,에스디시스템,KOSDAQ,9375042680
2676,442770,IBKS제21호스팩,KOSDAQ,9304100000
2677,004985,성신양회우,KOSPI,9261770550
2678,258540,에스엘테라퓨틱스,KONEX,9184635315
2679,253610,루트락,KONEX,9156055654
2680,450940,유안타제14호스팩,KOSDAQ,9125400000
2681,386580,한화플러스제2호스팩,KOSDAQ,9068800000
2682,455250,KB제25호스팩,KOSDAQ,8975925000
2683,004835,덕성우,KOSPI,8825280000
2684,442130,유진스팩9호,KOSDAQ,8823000000
2685,185190,수프로,KONEX,8776693750
2686,445360,비엔케이제1호스팩,KOSDAQ,8770850000
2687,116100,태양기계,KONEX,8717260442
2688,458610,한국제12호스팩,KOSDAQ,8713800000
2689,456490,교보14호스팩,KOSDAQ,8673000000
2690,433530,키움제7호스팩,KOSDAQ,8641025000
2691,299480,지앤이헬스케어,KONEX,8625277311
2692,440790,교보13호스팩,KOSDAQ,8545500000
2693,250030,진코스텍,KONEX,8544812100
2694,08537M,루트로닉3우C,KOSDAQ,8490540800
2695,136660,큐엠씨,KONEX,8489976200
2696,435870,에스케이증권제8호스팩,KOSDAQ,8332800000
2697,001515,SK증권우,KOSPI,8235841970
2698,418210,신한제10호스팩,KOSDAQ,8033700000
2699,26490K,크라운제과우,KOSPI,8006346000
2700,236030,씨알푸드,KONEX,7920000000
2701,258050,테크트랜스,KONEX,7675577856
2702,373340,유진스팩6호,KOSDAQ,7610400000
2703,438580,엔에이치스팩25호,KOSDAQ,7429200000
2704,413600,키움제6호스팩,KOSDAQ,7357350000
2705,084695,대상홀딩스우,KOSPI,7353530100
2706,007575,일양약품우,KOSPI,7299312000
2707,008355,남선알미우,KOSPI,7004497500
2708,457940,에스케이증권제10호스팩,KOSDAQ,6934450000
2709,215570,크로넥스,KONEX,6571005758
2710,001755,한양증권우,KOSPI,6478500000
2711,266470,바이오인프라생명과학,KONEX,6404508538
2712,266870,파워풀엑스,KONEX,6325367160
2713,005745,크라운해태홀딩스우,KOSPI,6163448760
2714,448780,마이크로엔엑스,KONEX,6131887200
2715,005965,동부건설우,KOSPI,5959324800
2716,00781K,코리아써키트2우B,KOSPI,5956112400
2717,014825,동원시스템즈우,KOSPI,5955703050
2718,014285,금강공업우,KOSPI,5898750000
2719,217910,에스제이켐,KONEX,5793772812
2720,000145,하이트진로홀딩스우,KOSPI,5701509100
2721,233990,질경이,KONEX,5669720832
2722,006345,대원전선우,KOSPI,5622474000
2723,208890,미래엔에듀파트너,KONEX,5595711440
2724,270210,에스알바이오텍,KONEX,5592172500
2725,121060,유니포인트,KONEX,5269851270
2726,217320,썬테크,KONEX,5250000000
2727,114920,대주이엔티,KONEX,5228536500
2728,004545,깨끗한나라우,KOSPI,5118916800
2729,012205,계양전기우,KOSPI,5003658120
2730,276240,엘리비젼,KONEX,4646660626
2731,000227,유유제약2우B,KOSPI,4645741200
2732,183410,골프존데카,KONEX,4497610134
2733,140660,위월드,KONEX,4477053600
2734,002995,금호건설우,KOSPI,4462901820
2735,266170,뿌리깊은나무들,KONEX,4367277000
2736,000545,흥국화재우,KOSPI,4254720000
2737,413300,티엘엔지니어링,KONEX,4078376775
2738,004415,서울식품우,KOSPI,4006324500
2739,011155,CJ씨푸드1우,KOSPI,3880000000
2740,014915,성문전자우,KOSPI,3768000000
2741,002785,진흥기업우B,KOSPI,3553168610
2742,021045,대호특수강우,KOSDAQ,3508514420
2743,318660,타임기술,KONEX,3441209499
2744,224020,에스케이씨에스,KONEX,3428888484
2745,032685,소프트센우,KOSDAQ,3428563200
2746,002787,진흥기업2우B,KOSPI,3425668960
2747,001525,동양우,KOSPI,3378988570
2748,001527,동양2우B,KOSPI,3239974500
2749,245450,씨앤에스링크,KONEX,2527936000
2750,288490,나라소프트,KONEX,2422952280
2751,308700,테크엔,KONEX,1504000000
2752,322190,베른,KONEX,1187051201
